area_id,area_name,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85_and_over,total_persons,females,males
111031225,Lambton - New Lambton,1121,1159,1145,1014,1113,1010,1070,1068,1277,1222,1168,1095,906,759,618,438,364,459,17006,8776,8230
111031226,Maryland - Fletcher - Minmi,1163,1169,1117,1042,967,886,1034,1067,1140,1021,851,759,633,503,335,191,89,64,14031,7052,6979
111031227,Mayfield - Warabrook,986,783,612,727,1374,1528,1399,997,942,926,968,999,822,652,477,381,307,434,15314,7672,7642
111031228,Merewether - The Junction,775,904,824,799,1122,1184,934,883,1000,967,990,994,789,699,471,374,273,333,14315,7177,7138
111031229,Newcastle - Cooks Hill,388,370,342,438,1246,1554,1066,733,653,690,730,778,709,589,401,286,146,147,11266,5556,5710
111031230,Newcastle Port - Kooragang,0,1,1,0,0,0,1,2,1,0,1,1,0,2,3,2,2,0,17,9,8
111031231,Shortland - Jesmond,672,537,435,1262,2615,1266,841,609,521,406,469,428,357,351,325,279,244,353,11970,5911,6059
111031232,Stockton - Fullerton Cove,393,372,316,329,294,411,381,407,404,439,556,587,650,665,517,383,236,227,7567,3771,3796
111031233,Wallsend - Elermore Vale,1302,1130,1108,1141,1511,1487,1383,1200,1193,1177,1184,1203,1183,1148,961,706,561,702,20280,10479,9801
111031234,Waratah - North Lambton,798,670,500,651,1408,1121,1041,769,726,682,644,741,578,453,411,366,322,575,12456,6354,6102
111031235,Wickham - Carrington - Tighes Hill,518,426,316,320,723,957,864,666,556,531,512,579,423,338,223,144,129,102,8327,4131,4196
112011236,Ballina,778,844,821,783,761,797,841,793,959,1015,1140,1259,1332,1415,1095,938,790,1074,17435,9176,8259
112011237,Ballina Region,949,1182,1107,1127,639,664,797,889,1068,1209,1225,1309,1273,1154,907,668,438,525,17130,8703,8427
112011238,Bangalow,297,417,397,292,187,276,296,356,481,503,493,520,482,374,212,132,85,112,5912,3004,2908
112011239,Brunswick Heads - Ocean Shores,457,499,506,511,318,376,445,538,661,632,645,721,723,535,356,248,139,183,8493,4469,4024
112011240,Byron Bay,495,477,468,445,548,871,788,738,712,653,713,806,766,591,374,207,128,220,10000,5161,4839
112011241,Evans Head,256,332,286,310,203,191,238,275,334,290,394,443,427,419,319,252,177,143,5289,2608,2681
112011242,Lennox Head - Skennars Head,512,528,535,544,299,316,443,474,605,592,640,628,567,487,323,209,122,134,7958,4089,3869
112011243,Mullumbimby,432,557,542,412,273,324,352,464,603,636,687,714,768,600,325,189,152,165,8195,4207,3988
112021244,Casino,890,901,839,855,723,673,567,611,695,718,713,726,791,758,643,520,406,412,12441,6387,6054
112021245,Casino Region,380,456,497,473,316,280,269,352,406,450,644,607,581,505,359,229,150,112,7066,3432,3634
112021246,Goonellabah,841,888,868,842,845,818,860,745,724,792,802,873,808,759,590,497,376,477,13405,7141,6264
112021247,Kyogle,359,461,454,424,296,265,303,319,426,509,587,710,708,571,368,256,211,197,7424,3693,3731
112021248,Lismore,847,965,920,1013,1223,965,878,954,955,1031,1098,1128,980,789,556,491,319,462,15574,7939,7635
112021249,Lismore Region,756,1025,1058,1049,559,548,652,825,1082,1136,1365,1479,1429,1054,640,346,223,158,15384,7637,7747
112031250,Kingscliff - Fingal Head,833,852,855,770,548,574,716,817,950,867,939,990,951,909,703,505,373,362,13514,6865,6649
112031251,Murwillumbah,518,665,582,557,398,400,475,491,530,591,615,668,574,576,435,378,290,394,9137,4785,4352
112031252,Murwillumbah Region,513,627,633,567,386,431,440,482,613,708,853,996,931,715,402,277,181,130,9885,4813,5072
112031253,Pottsville,940,1019,917,733,545,547,762,862,958,941,913,1037,881,792,659,404,306,281,13497,6884,6613
112031254,Tweed Heads,957,903,889,953,993,989,1092,991,1104,1141,1256,1471,1485,1510,1275,1046,810,972,19837,10212,9625
113011256,Griffith (NSW),1495,1365,1270,1209,1297,1601,1417,1192,1175,1193,1175,1116,1020,836,661,632,504,590,19748,9979,9769
113011257,Griffith Region,904,1007,1007,882,735,813,744,735,897,946,995,964,775,650,433,355,220,176,13238,6344,6894
113011258,Leeton,666,662,840,913,562,620,521,497,613,650,682,699,554,503,457,374,267,233,10313,5241,5072
113011259,Narrandera,410,462,371,339,321,271,315,320,359,359,413,483,411,413,310,208,192,208,6165,3092,3073
113021260,Tumbarumba,207,182,202,162,156,177,215,195,222,226,261,303,260,244,190,154,80,93,3529,1683,1846
113021261,Tumut,391,449,411,364,368,323,384,345,379,381,434,429,389,384,302,249,187,222,6391,3248,3143
113021262,Tumut Region,268,297,326,256,174,213,228,250,290,299,360,397,386,355,260,175,128,104,4766,2320,2446
113031263,Cootamundra,394,493,460,383,359,318,378,355,436,410,506,574,562,586,483,441,239,296,7673,3887,3786
113031264,Gundagai,221,228,298,246,169,163,194,202,210,229,241,240,247,229,176,157,84,102,3636,1790,1846
113031265,Junee,353,401,382,354,433,470,461,430,435,429,420,468,392,352,253,161,101,116,6411,2747,3664
113031266,Temora,425,465,439,430,288,344,307,302,365,443,496,483,458,471,397,302,211,231,6857,3432,3425
113031267,Wagga Wagga - East,1100,1293,1266,1147,1021,1048,1069,992,1107,1063,1036,1058,986,955,718,492,352,291,16994,8648,8346
113031268,Wagga Wagga - North,326,255,268,397,748,396,323,248,254,235,217,201,129,122,106,111,75,113,4524,2395,2129
113031269,Wagga Wagga - South,1721,1705,1471,1544,1600,1536,1499,1391,1335,1396,1255,1290,1130,870,648,567,393,518,21869,11292,10577
113031270,Wagga Wagga - West,803,683,600,847,1358,1211,930,710,674,608,707,728,648,524,460,388,305,389,12573,6404,6169
113031271,Wagga Wagga Region,1017,1195,1104,1006,894,908,808,817,914,983,1037,1020,928,844,615,455,300,262,15107,7417,7690
114011272,Berry - Kangaroo Valley,434,454,397,382,297,321,361,384,437,472,544,792,768,842,736,562,362,382,8927,4584,4343
114011273,Callala Bay - Currarong,118,182,229,222,194,122,126,137,213,237,296,294,315,326,292,183,111,86,3683,1812,1871
114011274,Culburra Beach,235,214,210,245,210,238,229,218,240,244,407,394,421,439,392,305,203,200,5044,2461,2583
114011275,Ettrema - Sassafras - Budawang,0,4,0,0,0,4,1,0,0,3,9,5,12,14,0,0,0,0,52,12,40
114011276,Huskisson - Vincentia,222,190,161,193,149,209,208,219,246,226,291,401,363,417,315,199,116,165,4290,2228,2062
114011277,North Nowra - Bomaderry,986,1051,997,989,909,905,905,855,866,1026,993,1163,1144,1085,790,627,438,433,16162,8205,7957
114011278,Nowra,1472,1441,1277,1270,1633,1548,1379,1191,1234,1189,1152,1176,1082,1117,867,597,456,466,20547,10152,10395
114011279,St Georges Basin - Erowal Bay,744,850,864,802,646,620,587,674,772,823,879,929,1041,1214,1005,808,519,442,14219,7295,6924
114011280,Sussex Inlet - Berrara,176,154,178,142,150,142,149,156,187,183,309,353,415,509,437,308,208,238,4394,2182,2212
114011281,Tomerong - Wandandian - Woollamia,187,207,208,221,168,126,149,189,231,256,292,309,300,291,167,91,51,26,3469,1710,1759
114011282,Ulladulla,782,860,853,794,513,603,693,675,850,875,1006,1205,1331,1423,1119,908,608,573,15671,8074,7597
114011283,Ulladulla Region,199,287,275,242,156,153,205,194,275,331,420,553,518,530,360,219,146,96,5159,2499,2660
114021284,Bowral,572,762,813,739,455,386,421,545,708,830,804,849,893,1206,1123,908,643,623,13280,7100,6180
114021285,Hill Top - Colo Vale,443,500,470,451,359,395,377,322,454,467,457,395,328,302,223,143,61,45,6192,3074,3118
114021286,Mittagong,487,546,559,667,423,484,440,456,552,592,599,665,611,634,573,399,295,258,9240,4946,4294
114021287,Moss Vale - Berrima,605,642,660,733,483,534,560,530,608,608,660,685,614,640,589,400,249,250,10050,5159,4891
114021288,Robertson - Fitzroy Falls,155,245,280,182,135,150,124,163,240,274,271,257,303,316,262,126,59,40,3582,1788,1794
114021289,Southern Highlands,295,388,401,350,215,224,244,269,430,430,536,499,581,674,498,331,178,172,6715,3452,3263
115011290,Baulkham Hills (East),1849,1908,1462,1245,1141,1255,1813,2079,1986,1675,1349,1184,1091,1151,942,662,418,455,23665,11947,11718
115011291,Baulkham Hills (West) - Bella Vista,1236,1511,1370,1583,1706,1169,1100,1362,1503,1512,1561,1409,1242,1119,686,424,232,163,20888,10586,10302
115011294,Glenhaven,307,429,452,446,431,284,187,320,368,458,444,450,421,376,348,299,209,197,6426,3287,3139
115011296,West Pennant Hills,693,838,813,1003,997,747,690,740,792,838,1054,1086,1055,776,516,273,135,178,13224,6646,6578
115021297,Dural - Kenthurst - Wisemans Ferry,1124,1438,1611,1690,1454,1047,924,1075,1479,1677,1689,1479,1286,1308,964,628,421,411,21705,10824,10881
115021298,Galston - Laughtondale,250,346,408,363,320,233,232,235,367,409,386,402,306,308,271,199,134,202,5371,2681,2690
115031299,Bilpin - Colo - St Albans,141,143,180,152,132,114,104,142,208,216,264,232,166,200,191,70,54,36,2745,1318,1427
115031300,Kurrajong Heights - Ebenezer,1413,1547,1680,1661,1509,1285,1173,1248,1562,1836,1701,1624,1310,1144,795,444,267,221,22420,11044,11376
115041301,Pitt Town - McGraths Hill,774,857,740,795,611,669,666,682,815,811,717,672,558,515,400,242,134,121,10779,5306,5473
115041302,Rouse Hill - Beaumont Hills,1731,2207,2124,1862,1435,1181,1459,1873,2270,1927,1404,1166,910,722,498,269,150,114,23302,11649,11653
116011303,Blacktown (East) - Kings Park,1685,1117,781,871,1139,2038,2251,1577,1079,875,808,801,734,562,429,309,249,295,17600,8617,8983
116011304,Blacktown (North) - Marayong,1421,1323,1121,1123,1388,1464,1623,1416,1195,994,1009,983,981,880,530,417,307,328,18503,9173,9330
116011306,Doonside - Woodcroft,1680,1710,1521,1678,1816,1774,1945,1751,1562,1510,1473,1495,1243,969,567,319,230,183,23426,11801,11625
116011307,Lalor Park - Kings Langley,1929,1765,1500,1612,1578,1821,1901,1921,1769,1664,1630,1603,1478,1242,776,539,457,426,25611,12758,12853
116011308,Seven Hills - Toongabbie,1757,1720,1488,1504,1638,1864,2085,2026,1730,1581,1419,1448,1294,1234,868,533,349,250,24788,12217,12571
116021309,Glenwood,1141,1370,1377,1432,1185,980,1036,1395,1409,1342,1134,893,698,543,337,211,103,66,16652,8365,8287
116021310,Parklea - Kellyville Ridge,3288,3309,2515,2002,1827,2105,3255,3759,3313,2255,1701,1315,1105,841,509,331,165,107,33702,16426,17276
116021312,Riverstone - Marsden Park,1583,1365,1137,1129,1127,1493,1719,1543,1343,1098,998,848,748,681,481,301,165,134,17893,8804,9089
116031313,Bidwill - Hebersham - Emerton,1697,1667,1515,1546,1484,1376,1200,1030,1110,1154,1109,983,894,930,621,357,195,102,18970,9700,9270
116031314,Glendenning - Dean Park,773,730,666,654,590,655,694,734,646,577,530,432,310,205,165,89,56,96,8602,4336,4266
116031315,Hassall Grove - Plumpton,1534,1700,1723,1897,1796,1541,1517,1350,1528,1537,1493,1265,913,588,332,225,157,147,21243,10755,10488
116031316,Lethbridge Park - Tregear,2224,1932,1591,1577,1610,1693,1770,1442,1245,1195,1057,954,796,763,676,452,234,111,21322,10912,10410
116031317,Mount Druitt - Whalan,2064,2080,1706,1648,1720,1864,1979,1706,1484,1387,1294,1136,936,860,607,457,272,182,23382,11743,11639
116031318,Prospect Reservoir,0,0,3,5,5,1,2,3,2,4,2,1,5,5,0,0,1,1,40,10,30
116031319,Rooty Hill - Minchinbury,1556,1552,1409,1606,1703,1609,1643,1597,1379,1347,1417,1314,1078,911,533,326,266,415,21661,10909,10752
117011320,Banksmeadow,2,0,0,0,0,1,3,3,1,4,0,1,0,3,0,1,0,2,21,5,16
117011321,Botany,863,800,676,576,758,844,903,925,984,803,768,581,485,404,305,243,172,182,11272,5596,5676
117011322,Mascot - Eastlakes,1605,1254,1041,1496,2454,3099,2765,2110,1706,1499,1367,1234,1078,896,727,636,444,325,25736,12754,12982
117011323,Pagewood - Hillsdale - Daceyville,670,746,691,702,953,890,935,816,845,814,760,648,601,562,485,332,241,240,11931,6051,5880
117011324,Port Botany Industrial,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,7,4,3
117011325,Sydney Airport,10,4,1,7,14,27,27,14,14,13,15,9,10,14,10,11,0,2,202,94,108
117021326,Marrickville,1553,1370,1043,982,2229,3189,3049,2388,2253,1932,1610,1490,1223,1041,796,682,565,529,27924,14145,13779
117021327,Petersham - Stanmore,1111,975,784,726,1727,2905,2519,1937,1776,1557,1258,1053,847,747,513,389,262,228,21314,10665,10649
117021328,Sydenham - Tempe - St Peters,522,404,322,302,693,878,960,807,692,606,497,435,394,282,190,145,110,97,8336,4129,4207
117031329,Darlinghurst,325,171,124,198,961,2260,2002,1305,971,830,743,666,522,486,299,155,125,59,12202,5165,7037
117031330,Erskineville - Alexandria,930,597,340,385,1285,2909,2818,2033,1567,1255,963,740,557,380,245,149,115,72,17340,8434,8906
117031331,Glebe - Forest Lodge,825,583,480,838,2640,3133,2539,1729,1420,1192,1112,1112,979,891,568,347,212,214,20814,10798,10016
117031332,Newtown - Camperdown - Darlington,1004,738,536,1771,4473,4355,3198,2252,1879,1483,1287,1012,782,599,378,234,181,135,26297,13317,12980
117031333,Potts Point - Woolloomooloo,497,256,210,486,2150,4004,3590,2223,1707,1465,1290,1282,1040,970,642,422,311,445,22990,10014,12976
117031334,Pyrmont - Ultimo,899,485,346,1085,4185,4115,3312,2151,1350,1026,966,900,805,720,434,273,162,125,23339,11692,11647
117031335,Redfern - Chippendale,721,399,300,1112,4179,4597,3284,1913,1412,1249,1134,1022,825,723,467,426,241,203,24207,11657,12550
117031336,Surry Hills,481,281,167,331,1506,3384,3051,1913,1465,1128,1019,798,690,496,365,308,211,250,17844,7649,10195
117031337,Sydney - Haymarket - The Rocks,822,345,289,1161,5191,6495,4908,2815,1568,1208,1159,1034,925,806,541,324,185,194,29970,14755,15215
117031338,Waterloo - Beaconsfield,1631,821,620,2143,5202,6379,5247,2965,1986,1601,1441,1308,1070,1026,720,538,379,246,35323,17138,18185
118011339,Bondi - Tamarama - Bronte,1231,1019,773,705,1193,2579,2643,1908,1550,1364,1106,913,787,789,519,430,281,307,20097,10119,9978
118011340,Bondi Beach - North Bondi,1422,1149,847,654,1354,3109,3453,2374,1850,1418,1099,921,753,779,460,355,251,311,22559,11285,11274
118011341,Bondi Junction - Waverly,1077,896,710,686,1096,1927,1944,1615,1258,1195,985,883,723,744,588,509,439,649,17924,9380,8544
118011342,Centennial Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2
118011343,Double Bay - Bellevue Hill,1344,1257,1233,1239,1484,2603,2587,1959,1738,1668,1522,1539,1444,1593,1230,878,602,861,26781,14126,12655
118011344,Dover Heights,852,788,665,579,607,692,903,961,986,791,730,688,579,536,420,256,201,292,11526,5968,5558
118011345,Paddington - Moore Park,889,710,539,476,1164,2164,1994,1583,1222,1098,976,840,692,705,599,360,188,212,16411,8561,7850
118011346,Rose Bay - Vaucluse - Watsons Bay,646,905,988,952,796,638,644,726,898,939,933,741,668,689,548,365,275,334,12685,6701,5984
118011347,Woollahra,478,412,312,271,443,726,735,641,543,509,497,464,425,517,392,312,204,285,8166,4400,3766
118021348,Coogee - Clovelly,1760,1494,1209,1081,1657,2895,3098,2563,2121,1906,1646,1432,1249,1078,775,573,378,410,27325,14289,13036
118021350,Malabar - La Perouse - Chifley,1396,1464,1368,1507,1647,1697,1617,1724,1915,1868,1832,1580,1422,1348,1077,767,540,636,25405,12087,13318
119011354,Bass Hill - Georges Hall,1721,1732,1665,1568,1635,1503,1393,1486,1430,1385,1297,1269,1067,1075,881,612,460,591,22770,11515,11255
119011355,Chullora,103,52,44,47,87,117,119,103,48,53,43,32,36,24,1,3,0,3,915,461,454
119011356,Condell Park,979,938,878,839,934,846,909,767,787,669,662,629,531,454,371,269,193,189,11844,5897,5947
119011357,Greenacre - Mount Lewis,2057,2337,2159,2093,2107,1868,1847,1715,1608,1619,1651,1494,1247,1027,777,642,474,558,27280,13657,13623
119011358,Padstow,1041,946,953,1084,1137,1177,1207,1025,1082,1096,1231,1148,943,780,598,521,436,607,17012,8626,8386
119011359,Panania - Milperra - Picnic Point,1814,1869,1766,1695,1766,1525,1686,1784,1958,1797,1766,1687,1446,1249,923,730,501,499,26461,13444,13017
119011360,Revesby,1117,1097,1006,978,1197,1230,1169,1169,1118,1078,1071,1094,895,738,527,414,412,490,16800,8599,8201
119011361,Yagoona - Birrong,1613,1619,1436,1509,1575,1690,1502,1354,1334,1267,1277,1341,1097,899,592,466,400,534,21505,10708,10797
119021362,Belmore - Belfield,1314,1257,1127,1211,1376,1545,1577,1380,1301,1394,1318,1105,986,876,755,618,456,388,19984,10050,9934
119021363,Canterbury (South) - Campsie,1988,1611,1451,1766,2702,3606,3260,2359,2065,1986,2072,1821,1478,1083,875,749,565,580,32017,15927,16090
119021364,Kingsgrove (North) - Earlwood,1511,1629,1474,1497,1393,1430,1544,1710,1959,1916,1655,1468,1253,1220,1044,924,706,681,25014,12634,12380
119021366,Punchbowl,1741,1648,1479,1568,1829,1856,1775,1444,1303,1270,1230,1181,981,744,566,473,303,302,21693,10537,11156
119021367,Roselands,1020,1083,949,893,949,1012,975,950,986,994,915,764,675,602,475,373,310,283,14208,7152,7056
119031368,Hurstville,1400,1206,1049,1489,2630,3367,2444,1635,1342,1378,1443,1329,1170,865,663,558,418,459,24845,12517,12328
119031369,Mortdale - Penshurst,1644,1361,1290,1361,1756,2112,2230,1890,1688,1599,1662,1528,1287,1018,748,582,430,608,24794,12731,12063
119031370,Narwee - Beverly Hills,880,809,764,840,1047,1076,1108,912,972,895,957,888,802,695,458,431,385,418,14337,7389,6948
119031371,Oatley - Hurstville Grove,745,834,760,901,934,833,771,794,943,917,924,963,764,664,531,357,265,314,13214,6686,6528
119031372,Peakhurst - Lugarno,1066,1181,1173,1206,1153,963,993,1049,1238,1239,1243,1191,971,1047,845,701,585,727,18571,9506,9065
119031373,Riverwood,708,639,527,678,848,1044,940,713,676,706,803,783,718,551,453,389,301,247,11724,5934,5790
119031374,South Hurstville - Blakehurst,1411,1372,1382,1653,2215,2447,1799,1532,1547,1655,1717,1491,1240,1162,854,638,503,630,25248,12844,12404
119041375,Arncliffe - Bardwell Valley,1382,939,826,1071,2571,3881,3018,1816,1314,1066,1026,942,857,703,497,398,283,321,22911,11336,11575
119041376,Bexley,1910,1656,1397,1579,2054,2450,2482,2094,1842,1665,1678,1571,1364,1204,831,743,606,755,27881,13939,13942
119041377,Kingsgrove (South) - Bardwell Park,777,833,795,805,850,887,881,855,993,900,913,764,690,657,541,449,375,334,13299,6745,6554
119041378,Kogarah,865,598,500,548,960,1454,1433,1010,792,653,647,558,471,398,305,245,227,237,11901,5915,5986
119041379,Kogarah Bay - Carlton - Allawah,1083,949,808,958,1231,1593,1567,1143,1112,1119,1064,1018,849,738,535,391,309,274,16741,8330,8411
119041380,Monterey - Brighton-le-Sands - Kyeemagh,881,765,718,678,843,1060,1170,1154,1095,1101,1005,789,802,762,629,528,398,350,14728,7560,7168
119041381,Rockdale - Banksia,1261,947,726,939,1940,2944,2630,1707,1276,1103,1067,999,866,791,595,439,408,542,21180,10300,10880
119041382,Sans Souci - Ramsgate,977,969,865,826,794,984,1070,1098,1253,1274,1125,1117,985,1007,802,689,467,550,16852,8805,8047
120011383,Concord - Mortlake - Cabarita,1316,1353,1247,1202,1321,1463,1561,1534,1645,1644,1579,1527,1306,1244,955,745,496,568,22706,11719,10987
120011384,Concord West - North Strathfield,1799,1174,883,1181,3112,4113,3554,2144,1575,1240,1215,1102,926,727,496,346,265,264,26116,13181,12935
120011385,Drummoyne - Rodd Point,1240,1171,931,817,938,1296,1608,1509,1554,1389,1286,1175,1003,1007,739,528,477,608,19276,10112,9164
120011386,Five Dock - Abbotsford,1432,1265,1007,898,1024,1321,1785,1808,1754,1616,1454,1318,1145,1087,806,687,513,577,21497,11238,10259
120021387,Balmain,1118,1001,774,553,767,1127,1343,1443,1497,1322,1286,1078,1017,936,671,335,204,178,16650,8604,8046
120021388,Leichhardt - Annandale,2200,1787,1215,941,1849,2294,2621,2696,2597,2127,1730,1436,1323,1132,741,498,381,389,27957,14432,13525
120021389,Lilyfield - Rozelle,1125,955,640,473,707,1041,1428,1544,1430,1246,1021,877,773,624,435,256,163,195,14933,7739,7194
120031390,Ashfield,1386,985,858,1123,2439,3507,2897,1966,1600,1445,1477,1316,1139,927,718,620,536,716,25655,12864,12791
120031391,Burwood - Croydon,1155,1033,988,1528,3486,3566,2216,1603,1427,1403,1554,1432,1119,949,670,610,546,594,25879,13356,12523
120031392,Canterbury (North) - Ashbury,632,631,582,557,772,897,860,825,850,787,827,645,562,502,372,311,226,144,10982,5568,5414
120031393,Croydon Park - Enfield,1040,1066,1007,1047,1219,1360,1302,1219,1293,1253,1246,1023,912,825,654,527,415,454,17862,9321,8541
120031394,Dulwich Hill - Lewisham,985,951,744,771,1305,1748,1745,1510,1469,1313,1189,997,764,657,499,426,281,282,17636,9116,8520
120031395,Haberfield - Summer Hill,770,890,754,650,896,1164,1120,1062,1117,1051,1045,827,704,601,405,334,336,403,14129,7163,6966
120031396,Homebush,1216,772,619,828,1762,2885,2595,1460,983,818,802,698,586,345,253,210,151,103,17086,8005,9081
121011398,Chatswood (East) - Artarmon,2000,1846,1389,1517,2347,2943,3228,2756,2281,1866,1557,1402,1231,1148,774,595,476,640,29996,15610,14386
121011399,Chatswood (West) - Lane Cove North,1514,1285,983,1000,1448,2220,2481,2029,1668,1400,1217,1137,996,848,602,450,335,452,22065,11297,10768
121011400,Lane Cove - Greenwich,1847,1819,1764,1708,1552,1936,2067,2160,2104,1950,1862,1650,1374,1273,1006,697,518,673,27960,14093,13867
121011401,St Leonards - Naremburn,825,526,323,298,615,1313,1634,1342,918,678,562,528,461,420,242,160,113,107,11065,5635,5430
121011402,Willoughby - Castle Cove - Northbridge,1799,2241,2035,1657,1302,1017,1296,1769,2238,2200,1986,1635,1387,1303,924,691,559,699,26738,13700,13038
121021403,Asquith - Mount Colah,1223,1512,1322,1255,1162,928,990,1270,1567,1418,1390,1351,1059,866,645,429,244,264,18895,9518,9377
121021404,Berowra - Brooklyn - Cowan,837,948,896,863,624,474,588,783,1035,972,934,808,663,626,467,258,156,113,12045,6020,6025
121021406,Normanhurst - Thornleigh - Westleigh,1245,1434,1350,1495,1072,732,962,1279,1533,1518,1327,1159,992,918,769,605,370,381,19141,9748,9393
121031407,Gordon - Killara,1096,1436,1636,1871,1475,1158,1181,1297,1497,1721,1687,1425,1156,1033,800,621,458,749,22297,11513,10784
121031408,Lindfield - Roseville,1351,1904,1875,1739,1468,1128,1290,1533,1731,1902,1740,1465,1228,1130,874,653,490,597,24098,12319,11779
121031409,Pymble,1017,1404,1380,1370,1009,656,787,1025,1267,1440,1362,1068,837,799,597,390,304,344,17056,8908,8148
121031410,St Ives,1291,1673,1539,1442,1120,805,1012,1354,1603,1624,1557,1305,1115,1039,987,814,614,618,21512,11131,10381
121031411,Turramurra,1016,1452,1449,1379,1020,662,764,1071,1388,1540,1410,1173,977,980,911,812,716,1140,19860,10334,9526
121031412,Wahroonga (East) - Warrawee,915,1148,1547,1752,1175,776,788,950,1181,1480,1463,1242,966,900,751,566,469,582,18651,9559,9092
121041413,Cremorne - Cammeray,1395,1061,783,621,917,1758,2182,1869,1668,1384,1227,1168,1138,1167,833,529,301,280,20281,10768,9513
121041414,Crows Nest - Waverton,1269,729,499,482,1077,2315,2751,2042,1531,1248,1023,995,862,835,608,380,253,226,19125,10049,9076
121041415,Mosman,1668,1864,1787,1645,1452,1797,2085,2054,2266,2280,2178,1936,1622,1688,1426,921,635,911,30215,16078,14137
121041416,Neutral Bay - Kirribilli,930,672,463,452,1080,2414,2444,1947,1408,1148,1016,1039,982,931,737,539,331,519,19052,10037,9015
121041417,North Sydney - Lavender Bay,495,353,331,397,702,1471,1536,1095,826,729,662,678,618,610,446,271,131,128,11479,5793,5686
122011418,Balgowlah - Clontarf - Seaforth,1500,1823,1688,1278,1058,902,1045,1421,1920,1789,1634,1315,1035,925,748,504,340,400,21325,11002,10323
122011419,Manly - Fairlight,1402,1109,809,833,1210,2538,2883,2287,1790,1501,1418,1328,1101,1078,911,565,404,502,23669,11929,11740
122021420,Avalon - Palm Beach,710,853,858,827,689,500,474,611,835,939,1091,1050,973,918,708,431,305,337,13109,6642,6467
122021421,Bayview - Elanora Heights,558,735,776,631,570,419,424,530,761,802,861,800,760,768,641,520,327,406,11289,5737,5552
122021422,Newport - Bilgola,794,1006,944,826,768,693,600,735,1006,1065,1142,1110,950,821,664,387,216,200,13927,7019,6908
122021423,Warriewood - Mona Vale,1722,1901,1559,1443,1339,1162,1403,1735,1980,1774,1713,1530,1415,1362,1074,791,591,685,25179,12884,12295
122031424,Beacon Hill - Narraweena,895,1081,950,959,829,645,751,889,1163,1129,1049,924,724,651,577,470,360,382,14428,7332,7096
122031425,Cromer,481,597,563,508,401,291,361,502,613,641,506,442,382,411,341,297,173,251,7761,3991,3770
122031426,Dee Why - North Curl Curl,1917,1477,1197,1187,1623,2412,2798,2423,2116,1904,1708,1436,1193,941,716,537,380,389,26354,13312,13042
122031427,Forestville - Killarney Heights,747,1222,1117,964,610,423,481,770,1182,1080,972,734,590,538,554,542,400,400,13326,6851,6475
122031428,Frenchs Forest - Belrose,1627,2137,1961,1818,1392,920,1047,1492,2202,2164,1872,1416,1287,1348,1325,970,672,716,26366,13331,13035
122031429,Freshwater - Brookvale,1595,1465,1241,1028,1197,1911,2321,2040,1897,1685,1408,1178,981,824,554,376,266,363,22330,11172,11158
122031430,Manly Vale - Allambie Heights,1323,1523,1188,973,831,911,1073,1375,1508,1418,1134,971,753,741,553,462,347,517,17601,8972,8629
122031431,Narrabeen - Collaroy,1638,1537,1428,1404,1357,1703,1871,1858,1889,1839,1663,1512,1295,1214,1003,790,635,1267,25903,13232,12671
122031432,Terrey Hills - Duffys Forest,205,260,287,284,187,141,153,193,272,322,314,265,196,207,191,128,64,108,3777,1894,1883
123011433,Camden - Ellis Lane,856,958,886,750,778,753,758,845,875,872,737,812,730,729,558,405,362,613,13277,6872,6405
123011434,Elderslie - Harrington Park,1761,1844,1764,1632,1374,1385,1499,1566,1860,1568,1333,1134,943,771,531,371,225,139,21700,11055,10645
123011435,Mount Annan - Currans Hill,2682,2549,2322,2201,1962,2176,2487,2248,2431,2028,1762,1361,1075,875,514,291,163,108,29235,14850,14385
123021436,Bradbury - Wedderburn,1583,1602,1452,1398,1512,1411,1407,1328,1284,1119,1140,999,961,908,676,354,207,143,19484,9966,9518
123021437,Campbelltown - Woodbine,1297,1241,1052,1141,1545,1602,1569,1244,1194,1014,1045,975,922,906,619,522,388,328,18604,9337,9267
123021438,Claymore - Eagle Vale - Raby,1546,1618,1566,1723,1655,1613,1591,1338,1281,1272,1372,1499,1107,816,452,256,176,108,20989,10602,10387
123021439,Holsworthy Military Area,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,Ingleburn - Denham Court,1674,1441,1188,1294,1551,1641,1790,1530,1281,1247,1386,1343,1089,869,537,364,228,222,20675,10218,10457
123021441,Leumeah - Minto Heights,1176,1173,1071,1051,1209,1251,1314,1177,1083,984,957,1012,1055,1044,659,375,196,147,16934,8546,8388
123021442,Macquarie Fields - Glenfield,1934,1856,1679,1589,1659,1635,1918,1833,1696,1548,1505,1341,1189,1019,695,464,306,393,24259,12389,11870
123021443,Minto - St Andrews,1645,1582,1362,1440,1566,1556,1642,1449,1338,1223,1355,1297,1128,776,456,279,143,151,20388,10193,10195
123021444,Rosemeadow - Glen Alpine,1527,1630,1552,1554,1727,1538,1453,1277,1333,1324,1446,1474,1260,1006,643,380,199,189,21512,10984,10528
